"","id","source","pmid","pmcid","doi","title","authorString","journalTitle","issue","journalVolume","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate"
"163","33509030","MED","33509030","PMC7961632","10.1177/2380084421989946","The Debate: What Are Aerosol-Generating Procedures in Dentistry? A Rapid Review.","Virdi MK, Durman K, Deacon S.","JDR Clin Trans Res","2","6","2021","2380-0844; 2380-0852; ","115-127","review-article; review; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-01-30","2021-01-29"
"164","33448376","MED","33448376","PMC8013967","10.1002/jdd.12539","Use of Microsoft Teams private channels for in-person small group hands-on instruction during COVID-19 social distancing requirements.","Trowbridge T, McDaniel T, Shafi B, Copeland C.","J Dent Educ",NA,"85 Suppl 3","2021","0022-0337; 1930-7837; ","2030-2031","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-01-16","2021-01-27"
"165","33902341","MED","33902341","PMC8207488","10.1177/23800844211011985","Reopening Oral Health Services during the COVID-19 Pandemic through a Knowledge Exchange Coalition.","McNally M, Rock L, Gillis M, Bryan S, Boyd C, Kraglund F, Cleghorn B.","JDR Clin Trans Res","3","6","2021","2380-0844; 2380-0852; ","279-290","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","Y",1,"Y","Y","N","Y","N","2021-04-28","2021-04-27"
"166","34400252","MED","34400252","PMC8361006","10.1016/j.jdent.2021.103782","Patients' and dentists' perceptions of tele-dentistry at the time of COVID-19. A questionnaire-based study.","Menhadji P, Patel R, Asimakopoulou K, Quinn B, Khoshkhounejad G, Pasha P, Garcia Sanchez R, Ide M, Kalsi P, Nibali L.","J Dent",NA,"113","2021","0300-5712; 1879-176x; ","103782","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-08-18","2021-08-13"
"167","33448387","MED","33448387","PMC8014854","10.1002/jdd.12532","Comparison of in-person and remote pediatric dentistry lectures before and during the COVID-19 pandemic.","Nelson T, Nelson G, Rothen M, Kim A.","J Dent Educ",NA,"85 Suppl 3","2021","0022-0337; 1930-7837; ","1917-1919","research-article; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2021-01-16","2021-01-27"
"168","33771143","MED","33771143","PMC7994179","10.1186/s12903-021-01533-z","Impact of COVID-19 on the oral health of adults in Wuhan and China: results of a nationwide online cross-sectional questionnaire survey.","Zhang S, Liu C, Zhang C, Jiang H, Tai B, Du M.","BMC Oral Health","1","21","2021","1472-6831","162","research-article; journal article","Y","Y","N","Y","N","Y",0,"Y","Y","N","Y","N","2021-03-28","2021-03-26"
"169","33772953","MED","33772953","PMC8251452","10.1111/odi.13857","Oral manifestations accompanying and related to COVID-19: Overlooking the obvious.","Anaya-Saavedra G.","Oral Dis",NA,NA,"2021","1354-523x; 1601-0825; ",NA,"brief-report; journal article","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2021-03-28","2021-03-26"
"170","32428459","MED","32428459","PMC7215154","10.1016/j.joms.2020.05.007","Uncertainty and the Risk of Occupational Exposure to Severe Acute Respiratory Syndrome-Coronavirus-2.","Dodson TB.","J Oral Maxillofac Surg","8","78","2020","0278-2391; 1531-5053; ","1229-1231","brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2020-05-22","2020-05-12"
"171","33097885","MED","33097885","PMC7582419","10.1038/s41415-020-2228-9","Non-infectious status indicated by detectable IgG antibody to SARS-CoV-2.","Denning DW, Kilcoyne A, Ucer C.","Br Dent J","8","229","2020","0007-0610; 1476-5373; ","521-524","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","N",4,"Y","Y","N","Y","N","2020-10-25","2020-10-23"
"172","32382932","MED","32382932","PMC7203724","10.1007/s00784-020-03291-8","COVID-19: a novel coronavirus and a novel challenge for oral healthcare.","Guo J, Xie H, Liang M, Wu H.","Clin Oral Investig","6","24","2020","1432-6981; 1436-3771; ","2137-2138","brief-report; journal article","Y","Y","N","Y","N","N",8,"Y","Y","N","Y","N","2020-05-12","2020-05-07"
"173","34921266","MED","34921266","PMC8680066","10.1038/s41415-021-3724-2","Domiciliary dentistry - remote consultation and risk assessment tool.","Rollings L, Castle-Burrows C.","Br Dent J","12","231","2021","0007-0610; 1476-5373; ","741-746","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","N","N","2021-12-23","2021-12-17"
"174","34446892","MED","34446892","PMC8390057","10.1038/s41415-021-3321-4","A further plot twist: will 'long COVID' have an impact on dentistry and the dental workforce?","Agar S, Morgan E, Lee Y.","Br Dent J","4","231","2021","0007-0610; 1476-5373; ","221-224","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-08-28","2021-08-27"
"175","33795144","MED","33795144","PMC7843094","10.1016/j.identj.2021.01.012","Spanish Dentists' Awareness, Knowledge, and Practice Regarding COVID-19: A Multiple Regression Analysis.","Martínez-Beneyto Y, Ausina-Márquez V, Expósito-Delgado AJ, Ortiz-Ruiz AJ, Ibañez-Lopez FJ, Llodra-Calvo JC, Bravo M.","Int Dent J","6","71","2021","0020-6539; 1875-595x; ","530-539","research-article; journal article","Y","Y","N","Y","N","Y",4,"Y","Y","N","Y","N","2021-04-03","2021-01-28"
"176","33423578","MED","33423578","PMC7803793","10.1177/2380084420986766","Trends in Dental Medication Prescribing in Australia during the COVID-19 Pandemic.","Mian M, Teoh L, Hopcraft M.","JDR Clin Trans Res","2","6","2021","2380-0844; 2380-0852; ","145-152","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","Y",3,"Y","Y","N","Y","N","2021-01-13","2021-01-10"
"177","34148269","MED","34148269","PMC8447441","10.1111/ipd.12764","The 'new normal' in post-COVID-19 pediatric dental practice.","Maru V.","Int J Paediatr Dent","4","31","2021","0960-7439; 1365-263x; ","528-538","brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-06-22","2021-07-01"
"178","33563503","MED","33563503","PMC7867471","10.1016/j.ajodo.2020.11.030","Impact of the coronavirus disease 2019 pandemic on orthodontic patients and their attitude to orthodontic treatment.","Umeh OD, Utomi IL, Isiekwe IG, Aladenika ET.","Am J Orthod Dentofacial Orthop","5","159","2021","0889-5406; 1097-6752; ","e399-e409","research-article; journal article","Y","Y","N","Y","N","N",2,"Y","Y","N","Y","N","2021-02-11","2021-02-07"
"179","34824426","MED","34824426","PMC8614625","10.1038/s41415-021-3653-0","Undergraduate dental education: an education or training?","Bateman H, Stewart J, McCracken G, Ellis J.","Br Dent J","10","231","2021","0007-0610; 1476-5373; ","619-621","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-12-01","2021-11-25"
"180","32577830","MED","32577830","PMC7309196","10.1007/s00784-020-03413-2","Is the oral cavity relevant in SARS-CoV-2 pandemic?","Herrera D, Serrano J, Roldán S, Sanz M.","Clin Oral Investig","8","24","2020","1432-6981; 1436-3771; ","2925-2930","research-article; journal article","Y","Y","N","Y","N","N",45,"Y","Y","N","Y","N","2020-06-25","2020-06-23"
"181","34294476","MED","34294476","PMC8130586","10.1016/j.bjoms.2021.05.011","Systematic review and meta-analysis of tracheostomy outcomes in COVID-19 patients.","Ferro A, Kotecha S, Auzinger G, Yeung E, Fan K.","Br J Oral Maxillofac Surg","9","59","2021","0266-4356; 1532-1940; ","1013-1023","meta-analysis; systematic review; review-article; review; journal article","Y","Y","N","Y","N","Y",1,"Y","Y","N","Y","N","2021-07-24","2021-05-18"
"182","33541180","MED","33541180","PMC7868351","10.1177/0022034521990314","Dental Emergencies Management in COVID-19 Pandemic Peak: A Cohort Study.","Beauquis J, Petit AE, Michaux V, Sagué V, Henrard S, Leprince JG.","J Dent Res","4","100","2021","0022-0345; 1544-0591; ","352-360","research-article; journal article","Y","Y","N","Y","N","Y",4,"Y","Y","N","Y","N","2021-02-06","2021-02-04"
"183","33377282","MED","33377282","PMC8204036","10.1002/cre2.383","Urgent dental care on a national level during the COVID-19 epidemic.","Ostrc T, Pavlovic K, Fidler A.","Clin Exp Dent Res","3","7","2021","2057-4347","271-278","research-article; journal article","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2020-12-31","2020-12-29"
"184","33580882","MED","33580882","PMC8013574","10.1002/jdd.12569","Hybridized dental hygiene psychomotor skills instruction: The COVID-19 challenge.","Horne SM, Carr EO, Brent BK, Blackshear CT.","J Dent Educ",NA,"85 Suppl 3","2021","0022-0337; 1930-7837; ","1930-1932","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-02-14","2021-02-19"
"185","33188555","MED","33188555","PMC7753269","10.1111/eje.12626","Perception of health and educational risks amongst dental students and educators in the era of COVID-19.","Jum'ah AA, Elsalem L, Loch C, Schwass D, Brunton PA.","Eur J Dent Educ","3","25","2021","1396-5883; 1600-0579; ","506-515","research-article; journal article","Y","Y","N","Y","N","N",6,"N","Y","N","Y","N","2020-11-15","2020-11-29"
"186","33403913","MED","33403913","PMC7791304","10.1177/2380084420984772","COVID-19 and Dental and Dental Hygiene Students' Career Plans.","García DT, Akinkugbe AA, Mosavel M, Smith CS, Brickhouse TH.","JDR Clin Trans Res","2","6","2021","2380-0844; 2380-0852; ","153-160","research-article; journal article; research support, n.i.h., extramural","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2021-01-07","2021-01-06"
"187","33616050","MED","33616050","PMC7361318","10.1111/idj.12603","Impact of COVID-19 on Oral Emergency Services.","Bai J, Xu T, Ji AP, Sun W, Huang MW.","Int Dent J","1","71","2021","0020-6539; 1875-595x; ","27-31","research-article; journal article","Y","Y","N","Y","N","N",9,"Y","Y","N","N","N","2021-02-23","2021-01-27"
"188","33449361","MED","33449361","PMC8013335","10.1002/jdd.12534","Virtual caries risk assessment workshop in COVID-19 era: Innovative game-based strategy.","Banava S, Jorquera J, Iyer P.","J Dent Educ",NA,"85 Suppl 3","2021","0022-0337; 1930-7837; ","1922-1924","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-01-16","2021-01-28"
"189","33058936","MED","33058936","PMC7550122","10.1016/j.joen.2020.10.002","A Cross-sectional Survey on the Impact of Coronavirus Disease 2019 on the Clinical Practice of Endodontists across the United States.","Martinho FC, Griffin IL.","J Endod","1","47","2021","0099-2399; 1878-3554; ","28-38","brief-report; journal article","Y","Y","N","Y","N","N",7,"N","Y","N","Y","N","2020-10-17","2020-10-12"
"190","34172907","MED","34172907","PMC8226333","10.1038/s41432-021-0184-0","Is SARS-CoV-2 present in the periodontium? A post-mortem study.","Adam M.","Evid Based Dent","2","22","2021","1462-0049; 1476-5446; ","60-61","comment; research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-06-27","2021-01-01"
"191","34172913","MED","34172913","PMC8226332","10.1038/s41432-021-0177-z","Are there any significant craniomaxillofacial manifestations of COVID-19?","Sahni V.","Evid Based Dent","2","22","2021","1462-0049; 1476-5446; ","72-73","comment; research-article; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2021-06-27","2021-01-01"
"192","34059293","MED","34059293","PMC7988472","10.1016/j.adaj.2021.03.004","Caregiver acceptance of an anticipated COVID-19 vaccination.","Marquez RR, Gosnell ES, Thikkurissy S, Schwartz SB, Cully JL.","J Am Dent Assoc","9","152","2021","0002-8177; 1943-4723; ","730-739","research-article; journal article","Y","Y","N","Y","N","N",5,"Y","Y","N","Y","N","2021-06-02","2021-03-24"
"193","34173887","MED","34173887","PMC8233631","10.1007/s00784-021-04010-7","The impact of the COVID-19 pandemic on the dental-maxillofacial emergency service of a German university hospital in the year 2020.","Thiem DGE, Polsak M, Römer P, Gielisch M, Blatt S, Al-Nawas B, Kämmerer PW.","Clin Oral Investig",NA,NA,"2021","1432-6981; 1436-3771; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-06-27","2021-06-26"
"194","33021087","MED","33021087","PMC7675550","10.1002/cre2.332","How to deal with coronavirus disease 2019: A comprehensive narrative review about oral involvement of the disease.","Capocasale G, Nocini R, Faccioni P, Donadello D, Bertossi D, Albanese M, Zotti F.","Clin Exp Dent Res","1","7","2021","2057-4347","101-108","review-article; review; journal article","Y","Y","N","Y","N","N",11,"Y","Y","N","N","N","2020-10-16","2020-10-05"
"195","34729773","MED","34729773","PMC8657527","10.1002/jdd.12814","Operational and financial impact of the COVID-19 pandemic on U.S. dental school clinics.","Escontrías OA, Istrate EC, Flores S, Stewart DCL.","J Dent Educ",NA,NA,"2021","0022-0337; 1930-7837; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-11-26","2021-11-02"
"196","33926626","MED","33926626","PMC7953437","10.1016/j.adaj.2021.02.011","The ethics of dentists receiving the COVID-19 vaccine: Following the American Dental Association Principles of Ethics and Code of Professional Conduct.","Wilson R, Jonke G.","J Am Dent Assoc","5","152","2021","0002-8177; 1943-4723; ","408-409","discussion; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-05-01","2021-03-12"
"197","32768366","MED","32768366","PMC7403126","10.1016/j.ejwf.2020.07.001","Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria.","Isiekwe IG, Adeyemi TE, Aikins EA, Umeh OD.","J World Fed Orthod","3","9","2020","2212-4438","123-128","research-article; journal article","Y","Y","N","Y","N","Y",9,"Y","Y","N","Y","N","2020-08-10","2020-08-05"
"198","32978832","MED","32978832","PMC7537327","10.1111/ger.12499","A five-step risk management process for geriatric dental practice during SARS-CoV-2 pandemic.","Sivaraman K, Chopra A, Narayana A, Radhakrishnan RA.","Gerodontology","1","38","2021","0734-0664; 1741-2358; ","17-26","review-article; review; journal article","Y","Y","N","Y","N","N",3,"N","Y","N","Y","N","2020-09-27","2020-09-25"
"199","33389688","MED","33389688","PMC7778697","10.1007/s40368-020-00589-9","Paediatric dental A&E service during the COVID-19 pandemic in the Greater London area.","Patel N, Viswanathan A, Lee J, Barrow S, Cant A, Sanghvi R, Deseta M, Layton J, Bhujel N, Sheehy EC.","Eur Arch Paediatr Dent","3","22","2021","1818-6300; 1996-9805; ","507-513","research-article; journal article","Y","Y","N","Y","N","N",2,"N","Y","N","Y","N","2021-01-05","2021-01-03"
"200","33950084","MED","33950084","PMC8103901","10.1590/2177-6709.26.2.e21ins2","Orthodontic treatment pause during COVID-19 outbreak: Are we overlooking potential harms to our patients and their treatment outcomes?","Abed Al Jawad F, Alhashimi N.","Dental Press J Orthod","2","26","2021","2176-9451; 2177-6709; ","e21ins2","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-05-06","2021-04-30"
"201","32650753","MED","32650753","PMC7349471","10.1186/s12903-020-01187-3","Coronavirus (COVID-19) in Italy: knowledge, management of patients and clinical experience of Italian dentists during the spread of contagion.","Putrino A, Raso M, Magazzino C, Galluccio G.","BMC Oral Health","1","20","2020","1472-6831","200","research-article; journal article","Y","Y","N","Y","N","Y",15,"Y","Y","N","Y","N","2020-07-15","2020-07-10"
"202","32273156","MED","32273156","PMC7270628","10.1016/j.joen.2020.03.008","Coronavirus Disease 19 (COVID-19): Implications for Clinical Dental Care.","Ather A, Patel B, Ruparel NB, Diogenes A, Hargreaves KM.","J Endod","5","46","2020","0099-2399; 1878-3554; ","584-595","review-article; review; journal article","Y","Y","N","Y","N","N",158,"Y","Y","N","Y","N","2020-04-11","2020-04-06"
"203","33797867","MED","33797867","PMC8250837","10.1111/idh.12502","Oral health awareness, attitude towards dental treatment, fear of infection and economic impact during COVID-19 pandemic in the Middle East.","Abdulkareem AA, Abdulbaqi HR, Alshami ML, Al-Rawi NH.","Int J Dent Hyg","3","19","2021","1601-5029; 1601-5037; ","295-304","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-04-03","2021-04-08"
"204","33220088","MED","33220088","PMC7753551","10.1111/ipd.12757","Dental pain, parental SARS-CoV-2 fear and distress on quality of life of 2 to 6 year-old children during COVID-19.","Samuel SR, Kuduruthullah S, Khair AMB, Shayeb MA, Elkaseh A, Varma SR.","Int J Paediatr Dent","3","31","2021","0960-7439; 1365-263x; ","436-441","research-article; journal article","Y","Y","N","Y","N","N",2,"N","Y","N","Y","N","2020-11-22","2021-01-25"
"205","34553812","MED","34553812","PMC8661748","10.1111/odi.14027","COVID-19 and dental workers: The Italian Society of Periodontology and Implantology (SIdP) survey.","Nicola D, Raspini M, Landi L, Sforza N, Crea A, Cavalcanti R, Cairo F.","Oral Dis",NA,NA,"2021","1354-523x; 1601-0825; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-09-24","2021-09-23"
"206","33738652","MED","33738652","PMC7972332","10.1007/s00784-021-03886-9","Retrospective study on the effectiveness of a prevention strategy in a dental hospital during the COVID-19 pandemic.","Zhang L, Xu Y, Jin X, Shi Z, Wu M, Xu N, Yu X, Deng S, Zhang K, Zhang L, Hannig M, Chen Q, Fu B.","Clin Oral Investig","10","25","2021","1432-6981; 1436-3771; ","5815-5822","research-article; journal article","Y","Y","N","Y","N","Y",3,"Y","Y","N","Y","N","2021-03-20","2021-03-18"
"207","33581957","MED","33581957","PMC7862884","10.1016/j.jcms.2021.01.027","Working in the era of COVID-19: An organization model for maxillofacial surgery based on telemedicine and video consultation.","Robiony M, Bocin E, Sembronio S, Costa F, Arboit L, Tel A.","J Craniomaxillofac Surg","4","49","2021","1010-5182; 1878-4119; ","323-328","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-02-16","2021-02-05"
"208","33629467","MED","33629467","PMC8013892","10.1111/eje.12679","A cross-sectional virtual survey to evaluate the outcome of online dental education system among undergraduate dental students across India amid COVID-19 pandemic.","Shrivastava KJ, Nahar R, Parlani S, Murthy VJ.","Eur J Dent Educ","1","26","2022","1396-5883; 1600-0579; ","123-130","research-article; journal article","Y","Y","N","Y","N","N",6,"Y","Y","N","Y","N","2021-02-26","2021-03-12"
"209","34267138","MED","34267138","PMC8549133","10.1097/scs.0000000000007991","The Risk of Osseointegration in the Coronavirus Disease 19 Pandemic.","Mulinari-Santos G, Paino-Sant'Ana A, Okamoto R, Coléte JZ, Neto JLT.","J Craniofac Surg","8","32","2021","1049-2275; 1536-3732; ","e827","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-07-17","2021-11-01"
"210","33201071","MED","33201071","PMC8237840","10.1097/scs.0000000000007226","Differential Diagnosis of Negative Pressure Pulmonary Edema During COVID-19 Pandemic.","Karaman I, Ozkaya S.","J Craniofac Surg","5","32","2021","1049-2275; 1536-3732; ","e421-e423","research-article; journal article; case reports","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2020-11-18","2021-07-01"
"211","34676947","MED","34676947","PMC8661861","10.1111/odi.14043","Reshaping dental practice in the face of the COVID-19 pandemic: Leapfrogging to Dentronics.","Jayaweera M, Amarasinghe H, Johnson NW.","Oral Dis",NA,NA,"2021","1354-523x; 1601-0825; ",NA,"brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-11-24","2021-10-22"
"212","34171221","MED","34171221","PMC8146273","10.1016/j.joms.2021.05.026","Changes in Emergency Patient Presentation to a Maxillofacial Surgery Department During the COVID-19 Pandemic.","Lentge F, Jehn P, Zeller AN, Spalthoff S, Rahlf B, Korn P.","J Oral Maxillofac Surg","10","79","2021","0278-2391; 1531-5053; ","2123.e1-2123.e6","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-06-26","2021-05-25"
"213","33308876","MED","33308876","PMC7446653","10.1016/j.bjoms.2020.08.099","Oral and maxillofacial surgery patient satisfaction with telephone consultations during the COVID-19 pandemic.","Horgan TJ, Alsabbagh AY, McGoldrick DM, Bhatia SK, Messahel A.","Br J Oral Maxillofac Surg","3","59","2021","0266-4356; 1532-1940; ","335-340","research-article; journal article","Y","Y","N","Y","N","N",3,"N","Y","N","Y","N","2020-12-18","2020-08-25"
"214","32591656","MED","32591656","PMC7317249","10.1038/s41432-020-0092-8","How can we reduce the risks of SARS-CoV-2 (COVID-19) for dentists and their patients?","de Almeida Barros Mourão CF, Javid K, Bastos Barbosa I.","Evid Based Dent","2","21","2020","1462-0049; 1476-5446; ","50-51","comment; research-article; journal article","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2020-06-28","2020-06-01"
"215","34509332","MED","34509332","PMC8390376","10.1016/j.ajodo.2021.01.022","Incidence of orthodontic appliance failures during the COVID-19 lockdown period.","Yavan MA, Cingoz M, Ceylan TM, Calisir M.","Am J Orthod Dentofacial Orthop","1","161","2022","0889-5406; 1097-6752; ","e87-e92","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-09-13","2021-08-27"
"216","34176567","MED","34176567","PMC8096195","10.1016/j.adaj.2021.04.019","Testing for COVID-19 in dental offices: Mechanism of action, application, and interpretation of laboratory and point-of-care screening tests.","Shirazi S, Stanford CM, Cooper LF.","J Am Dent Assoc","7","152","2021","0002-8177; 1943-4723; ","514-525.e8","research-article; review; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-06-29","2021-05-04"
"217","33759214","MED","33759214","PMC8251403","10.1002/jdd.12587","The scope of dental education during COVID-19 pandemic: A systematic review.","Santos GNM, da Silva HEC, Leite AF, Mesquita CRM, Figueiredo PTS, Stefani CM, Melo NS.","J Dent Educ","7","85","2021","0022-0337; 1930-7837; ","1287-1300","systematic review; review-article; journal article","Y","Y","N","Y","N","Y",1,"Y","Y","N","Y","N","2021-03-25","2021-03-23"
"218","33269536","MED","33269536","PMC7753295","10.1111/eje.12640","The perceived impact of the COVID-19 pandemic on dental undergraduate students in the Italian region of Emilia-Romagna.","Generali L, Iani C, Macaluso GM, Montebugnoli L, Siciliani G, Consolo U.","Eur J Dent Educ","3","25","2021","1396-5883; 1600-0579; ","621-633","research-article; journal article","Y","Y","N","Y","N","N",5,"Y","Y","N","Y","N","2020-12-04","2020-12-14"
"219","34023093","MED","34023093","PMC7942140","10.1016/j.adaj.2021.02.016","2020 trends in dental office visits during the COVID-19 pandemic.","Kranz AM, Chen A, Gahlon G, Stein BD.","J Am Dent Assoc","7","152","2021","0002-8177; 1943-4723; ","535-541.e1","research-article; journal article; research support, n.i.h., extramural; observational study","Y","Y","N","Y","N","N",3,"Y","Y","N","Y","N","2021-05-25","2021-03-09"
"220","33484856","MED","33484856","PMC7817403","10.1016/j.jormas.2021.01.009","Peri-oral symptoms of immunodepression caused by COVID-19 infection.","Moris V, Bompy L, Zwetyenga N, Neuwirth C.","J Stomatol Oral Maxillofac Surg","6","122","2021","2468-8509; 2468-7855; ","629","brief-report; journal article","Y","Y","N","Y","N","N",0,"N","Y","N","Y","N","2021-01-24","2021-01-20"
"221","34561583","MED","34561583","PMC8461151","10.1038/s41415-021-3465-2","Why should everybody care about special care dentistry?","Britton J, Bradley N.","Br Dent J","6","231","2021","0007-0610; 1476-5373; ","331-333","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-09-26","2021-09-24"
"222","34785063","MED","34785063","PMC8483898","10.1016/j.identj.2021.09.004","A Retrospective Study of Oral Emergency Services During COVID-19.","Guo HQ, Xu T, Pan J, Ji AP, Huang MW, Bai J.","Int Dent J",NA,NA,"2021","0020-6539; 1875-595x; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-11-29","2021-09-28"
"223","33358522","MED","33358522","PMC7834335","10.1016/j.ijom.2020.12.002","Increased tracheostomy rates in head and neck cancer surgery during the COVID-19 pandemic.","Batra TK, Tilak MR, Pai E, Verma N, Gupta BK, Yadav G, Dubey RK, Francis NJ, Pandey M.","Int J Oral Maxillofac Surg","8","50","2021","0901-5027; 1399-0020; ","989-993","research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2020-12-29","2020-12-11"
"224","33964012","MED","33964012","PMC8242731","10.1002/jdd.12642","Self-scheduler for dental students booking consultations with faculty during the COVID-19 pandemic.","Wong M.","J Dent Educ",NA,"85 Suppl 3","2021","0022-0337; 1930-7837; ","1984-1985","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-05-09","2021-05-13"
"225","33548332","MED","33548332","PMC7857011","10.1016/j.joen.2021.01.009","Aerosols Generated during Endodontic Treatment: A Special Concern during the Coronavirus Disease 2019 Pandemic.","Bahador M, Alfirdous RA, Alquria TA, Griffin IL, Tordik PA, Martinho FC.","J Endod","5","47","2021","0099-2399; 1878-3554; ","732-739","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-02-07","2021-02-03"
"226","33427780","MED","33427780","PMC8162042","10.1097/scs.0000000000007427","Impact of Transmission Control Measures on the Epidemiology of Maxillofacial Injuries in Wuhan City During the COVID-19 Epidemic.","Yang YT, Xing X, Sreekissoon S, Li Z.","J Craniofac Surg","4","32","2021","1049-2275; 1536-3732; ","1381-1384","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-01-13","2021-06-01"
"227","34051952","MED","34051952","PMC7862895","10.1016/j.jebdp.2021.101530","Saliva May Be Considered as Reliable Tool for Diagnosis of COVID-19 When Compared With Nasopharynx or Throat Swabs.","Alqutaibi AY, Saeed MH, Aboalrejal AN.","J Evid Based Dent Pract","1","21","2021","1532-3382; 1532-3390; ","101530","comment; discussion; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-05-31","2021-02-05"
"228","33892990","MED","33892990","PMC7834132","10.1016/j.bjoms.2020.12.017","Management of odontogenic cervicofacial infections presenting to oral and maxillofacial units during the first wave of the COVID-19 pandemic in the United Kingdom.","Puglia FA, Ubhi H, Dawoud B, Magennis P, Chiu GA.","Br J Oral Maxillofac Surg","8","59","2021","0266-4356; 1532-1940; ","875-880","research support, non-u.s. gov't; research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-04-25","2021-01-08"
"229","34244639","MED","34244639","PMC8267501","10.1038/s41415-021-3174-x","Dental foundation training in the COVID-19 era - the national recruitment lottery.","Donnell CC, Walker BM, Foley JI.","Br Dent J","1","231","2021","0007-0610; 1476-5373; ","20-25","research-article; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-07-11","2021-07-09"
"230","34637092","MED","34637092","PMC8505788","10.1007/s10266-021-00660-x","Virucidal efficacy of chlorhexidine: a systematic review.","Fernandez MDS, Guedes MIF, Langa GPJ, Rösing CK, Cavagni J, Muniz FWMG.","Odontology",NA,NA,"2021","1618-1247; 1618-1255; ",NA,"research-article; journal article","Y","Y","N","Y","N","N",0,"Y","Y","N","Y","N","2021-10-13","2021-10-12"
"231","34726347","MED","34726347","PMC8653086","10.1002/cre2.510","Expression profile of SARS-CoV-2 cellular entry proteins in normal oral mucosa and oral squamous cell carcinoma.","Sapkota D, Sharma S, Søland TM, Braz-Silva PH, Teh MT.","Clin Exp Dent Res",NA,NA,"2021","2057-4347",NA,"brief-report; journal article","Y","Y","N","Y","N","N",1,"Y","Y","N","Y","N","2021-11-26","2021-11-02"
